0.0005 0 0.04802
0.000499753 1.57054e-05 0.04802
0.000499013 3.13953e-05 0.04802
0.000497781 4.70542e-05 0.04802
0.000496057 6.26666e-05 0.04802
0.000493844 7.82172e-05 0.04802
0.000491144 9.36907e-05 0.04802
0.000487958 0.000109072 0.04802
0.000484292 0.000124345 0.04802
0.000480147 0.000139496 0.04802
0.000475528 0.000154508 0.04802
0.00047044 0.000169369 0.04802
0.000464888 0.000184062 0.04802
0.000458877 0.000198574 0.04802
0.000452414 0.00021289 0.04802
0.000445503 0.000226995 0.04802
0.000438153 0.000240877 0.04802
0.000430371 0.000254521 0.04802
0.000422164 0.000267913 0.04802
0.00041354 0.000281042 0.04802
0.000404508 0.000293893 0.04802
0.000395078 0.000306454 0.04802
0.000385257 0.000318712 0.04802
0.000375056 0.000330656 0.04802
0.000364484 0.000342274 0.04802
0.000353553 0.000353553 0.04802
0.000342274 0.000364484 0.04802
0.000330656 0.000375056 0.04802
0.000318712 0.000385257 0.04802
0.000306454 0.000395078 0.04802
0.000293893 0.000404508 0.04802
0.000281042 0.00041354 0.04802
0.000267913 0.000422164 0.04802
0.000254521 0.000430371 0.04802
0.000240877 0.000438153 0.04802
0.000226995 0.000445503 0.04802
0.00021289 0.000452414 0.04802
0.000198574 0.000458877 0.04802
0.000184062 0.000464888 0.04802
0.000169369 0.00047044 0.04802
0.000154508 0.000475528 0.04802
0.000139496 0.000480147 0.04802
0.000124345 0.000484292 0.04802
0.000109072 0.000487958 0.04802
9.36907e-05 0.000491144 0.04802
7.82172e-05 0.000493844 0.04802
6.26666e-05 0.000496057 0.04802
4.70542e-05 0.000497781 0.04802
3.13953e-05 0.000499013 0.04802
1.57054e-05 0.000499753 0.04802
3.06162e-20 0.0005 0.04802
-1.57054e-05 0.000499753 0.04802
-3.13953e-05 0.000499013 0.04802
-4.70542e-05 0.000497781 0.04802
-6.26666e-05 0.000496057 0.04802
-7.82172e-05 0.000493844 0.04802
-9.36907e-05 0.000491144 0.04802
-0.000109072 0.000487958 0.04802
-0.000124345 0.000484292 0.04802
-0.000139496 0.000480147 0.04802
