0.00025 0.0391846 25.6651 836991 20634.4
0.00075 0.0390921 6.78398 835268 20636.9
0.00125 0.0390921 -6.78398 835268 20636.9
0.00175 0.0391846 -25.6651 836991 20634.4
0.00225 0.0393056 -40.5808 838554 20619.4
0.00275 0.0394592 -53.9963 840139 20595.1
0.00325 0.0396448 -66.0419 841723 20561.4
0.00375 0.0398604 -77.5399 843274 20517
0.00425 0.0401005 -88.4388 844753 20462.9
0.00475 0.0403612 -98.8503 846202 20405.8
0.00525 0.0406415 -108.549 847640 20342.1
0.00575 0.0409382 -117.745 849030 20273.4
0.00625 0.0412501 -126.633 850328 20202.1
0.00675 0.0415817 -134.825 851562 20123.5
0.00725 0.0419393 -142.509 852790 20042.2
0.00775 0.042328 -149.574 854063 19953.1
0.00825 0.0427515 -156.228 855305 19859.1
0.00875 0.0432143 -162.383 856503 19755
0.00925 0.0437219 -168.092 857623 19644.4
0.00975 0.0442812 -173.211 858702 19524
0.01025 0.0449055 -177.673 859754 19392.3
0.01075 0.0456094 -181.495 860792 19248.9
0.01125 0.0464076 -184.604 861818 19093
0.01175 0.0473186 -186.979 862850 18922.3
0.01225 0.0483633 -188.637 863822 18736.2
0.01275 0.049557 -189.49 864685 18534.2
0.01325 0.0509205 -189.758 865571 18316.6
0.01375 0.0524612 -189.683 866335 18086.9
0.01425 0.0541593 -189.029 867034 17849.6
0.01475 0.0560043 -187.702 867714 17609
0.01525 0.0579936 -185.778 868355 17366.6
0.01575 0.0601243 -183.548 868891 17122.6
0.01625 0.0623951 -181.239 869311 16877.1
0.01675 0.0647984 -179.055 869561 16629.9
0.01725 0.0673158 -177.102 869561 16381.9
0.01775 0.0699181 -175.519 869336 16134.9
0.01825 0.0725776 -174.441 868862 15889.8
0.01875 0.0752671 -173.876 868121 15647.2
0.01925 0.0779526 -174.114 867021 15407.7
0.01975 0.0806096 -175.755 865274 15169.5
0.02025 0.0832252 -179.21 862857 14931.7
0.02075 0.0857895 -184.486 859872 14694.7
0.02125 0.0882751 -191.471 856176 14458.3
0.02175 0.0906627 -200.67 851781 14223
0.02225 0.0929288 -211.835 846463 13986.7
0.02275 0.0950608 -224.628 840436 13752.9
0.02325 0.0970795 -238.201 833974 13521.7
0.02375 0.0990159 -251.488 827371 13292.5
0.02425 0.100902 -263.574 820984 13067.9
0.02475 0.102756 -274.01 814881 12846.2
0.02525 0.104583 -282.824 809129 12629.4
0.02575 0.106395 -289.952 803826 12418.5
0.02625 0.108198 -295.558 798892 12211.5
0.02675 0.10999 -299.676 794396 12011.3
0.02725 0.111769 -301.95 790485 11820.6
0.02775 0.11363 -302.119 787118 11631.6
0.02825 0.115531 -301.283 784007 11445
0.02875 0.117348 -299.607 781199 11271.8
0.02925 0.119118 -296.789 778753 11110.1
0.02975 0.120887 -293.024 776603 10956.4
0.03025 0.122671 -288.439 774806 10809.8
0.03075 0.124408 -283.174 773406 10675
0.03125 0.126062 -276.605 772239 10552
0.03175 0.127698 -268.962 771122 10435.8
0.03225 0.129345 -260.696 770317 10325.9
0.03275 0.131004 -252.054 769927 10222.7
0.03325 0.132634 -242.725 769787 10128.2
0.03375 0.134225 -232.508 769797 10040.8
0.03425 0.135809 -221.494 770007 9957.88
0.03475 0.137389 -209.821 770422 9881.29
0.03525 0.138963 -197.458 771059 9809.27
0.03575 0.14054 -184.535 771900 9740.93
0.03625 0.142118 -171.063 772939 9678
0.03675 0.1437 -157.088 774206 9618.1
0.03725 0.145289 -142.599 775672 9562.4
0.03775 0.146887 -127.628 777327 9509.59
0.03825 0.148495 -112.217 779146 9458.87
0.03875 0.150117 -96.4102 781129 9411.71
0.03925 0.151755 -80.2424 783268 9365.52
0.03975 0.153414 -63.7385 785567 9322.22
0.04025 0.155094 -47.0297 787996 9280.04
0.04075 0.156802 -29.9247 790665 9240.13
0.04125 0.158535 -12.594 793441 9202.03
0.04175 0.160297 4.9933 796311 9163.86
0.04225 0.162095 22.7544 799255 9127.26
0.04275 0.163931 40.6017 802262 9090.52
0.04325 0.165807 58.5046 805382 9054.45
0.04375 0.16773 76.5586 808595 9019.56
0.04425 0.169703 94.7032 811855 8983.92
0.04475 0.171735 112.957 815137 8948.31
0.04525 0.173797 130.878 818347 8912.72
0.04575 0.17583 147.871 821321 8877.17
0.04625 0.177821 163.648 823840 8841.98
0.04675 0.179755 177.971 825807 8805.69
0.04725 0.181632 190.926 827271 8768.97
0.04775 0.183478 203.006 828390 8732.36
0.04825 0.185322 214.42 829266 8695.01
0.04875 0.187162 225.023 829755 8657.31
0.04925 0.188991 234.651 829925 8618.41
0.04975 0.1908 243.321 829654 8579.43
0.05025 0.192585 251.074 829052 8539.42
0.05075 0.194338 257.974 827983 8499.4
0.05125 0.196062 264.016 826598 8458.51
0.05175 0.197762 269.163 824778 8417.46
0.05225 0.199435 273.359 822648 8375.68
0.05275 0.20107 276.548 820068 8333.62
0.05325 0.202642 278.649 817066 8291.17
0.05375 0.204141 279.694 813522 8248.09
0.05425 0.205559 279.428 809378 8204.38
0.05475 0.206891 278.132 804692 8159.85
0.05525 0.208162 275.954 799639 8115.32
0.05575 0.209357 272.793 794288 8071.08
0.05625 0.21045 268.596 788503 8026.69
0.05675 0.211416 263.191 782158 7981.9
0.05725 0.212238 256.235 775077 7936.42
0.05775 0.212878 247.467 767269 7890.28
0.05825 0.213328 236.814 758676 7843.42
0.05875 0.213596 224.067 749288 7795.31
0.05925 0.21366 209.643 739223 7746.88
0.05975 0.213712 196.293 729539 7700.09
0.06025 0.214009 185.51 720976 7654.5
0.06075 0.214655 177.369 713627 7609.44
0.06125 0.215636 171.836 707403 7564.58
0.06175 0.216885 168.332 702074 7520.32
0.06225 0.218324 166.285 697444 7476.45
0.06275 0.219872 165.302 693218 7433.02
0.06325 0.22149 165.138 689292 7390.23
0.06375 0.223242 166.068 685867 7347.88
0.06425 0.225206 168.233 682853 7304.6
0.06475 0.2274 171.785 680566 7261.72
0.06525 0.229816 176.719 678714 7218.2
0.06575 0.232444 182.931 677464 7174.84
0.06625 0.235273 190.072 676668 7131.18
0.06675 0.238272 197.961 676165 7086.89
0.06725 0.24143 206.54 676002 7042.3
0.06775 0.244742 215.571 676139 6997.33
0.06825 0.248196 224.96 676370 6951.18
0.06875 0.251805 234.752 676846 6904.37
0.06925 0.25557 244.978 677543 6856.81
0.06975 0.259489 255.492 678442 6808.44
0.07025 0.263573 266.318 679534 6759.13
0.07075 0.267823 277.408 680709 6708.26
0.07125 0.272241 288.726 682040 6656.24
0.07175 0.276833 300.239 683514 6602.94
0.07225 0.28161 311.944 685125 6548.21
0.07275 0.286586 323.829 686867 6491.88
0.07325 0.291769 335.835 688687 6433.2
0.07375 0.297183 347.985 690623 6372.45
0.07425 0.302849 360.258 692673 6309.44
0.07475 0.308786 372.622 694833 6243.97
0.07525 0.315019 385.059 697110 6175.84
0.07575 0.321581 397.554 699513 6104.85
0.07625 0.328502 410.069 702017 6030.27
0.07675 0.335817 422.577 704535 5951.51
0.07725 0.343579 435.153 707155 5868.86
0.07775 0.351835 447.743 709975 5782.67
0.07825 0.360614 460.234 713011 5693.05
0.07875 0.370014 472.889 715990 5597.79
0.07925 0.380114 485.568 719261 5498.5
0.07975 0.390999 498.325 722487 5393.64
0.08025 0.40295 511.207 725979 5282.68
0.08075 0.416131 523.791 729512 5165.05
