0 0 0.999584 0.00251775 0.153168 99942.7
0.01 0 0.999584 0.00251775 0.153168 99942.7
0.02 0 0.999571 0.0055397 0.157027 99940.9
0.03 0 0.999545 0.00989775 0.165862 99937.3
0.04 0 0.999503 0.0153067 0.180375 99931.6
0.05 0 0.999443 0.0221511 0.201564 99923.3
0.06 0 0.999358 0.0311671 0.231013 99911.6
0.07 0 0.999242 0.0434879 0.271058 99895.6
0.08 0 0.999083 0.0608544 0.325068 99873.7
0.09 0 0.998865 0.0859508 0.397865 99843.8
0.1 0 0.998565 0.122955 0.496315 99802.6
0.11 0 0.998148 0.178446 0.630051 99745.2
0.12 0 0.99756 0.262928 0.812425 99664.7
0.13 0 0.996726 0.393397 1.06188 99550.4
0.14 0 0.995528 0.597424 1.40388 99386.6
0.15 0 0.993807 0.919651 1.86992 99146.1
0.16 0 0.991344 1.42177 2.48997 98802.9
0.17 0 0.987833 2.19331 3.30676 98316.5
0.18 0 0.982865 3.35942 4.36955 97633.7
0.19 0 0.975913 5.08982 5.74368 96685.3
0.2 0 0.966448 7.58182 7.47051 95386.2
0.21 0 0.953889 11.0423 9.60189 93680.4
0.22 0 0.937753 15.6842 12.15 91503.4
0.23 0 0.91769 21.6983 15.1379 88815.8
0.24 0 0.893526 29.2373 18.5558 85616.3
0.25 0 0.865328 38.389 22.4011 81918
0.26 0 0.833442 49.1902 26.629 77795.7
0.27 0 0.798344 61.6148 31.1495 73329.2
0.28 0 0.760479 75.7591 35.8679 68573.5
0.29 0 0.720662 91.6878 40.6843 63625.8
0.3 0 0.680149 108.76 45.5115 58688.7
0.31 0 0.640088 126.495 50.2381 53966.9
0.32 0 0.601418 144.605 54.7802 49508.7
0.33 0 0.564284 163.082 59.0894 45332.2
0.34 0 0.5287 181.851 63.1716 41427.7
0.35 0 0.494854 200.778 67.1063 37805.1
0.36 0 0.462966 219.681 70.914 34469.1
0.37 0 0.43295 238.521 74.5681 31411.8
0.38 0 0.404521 257.209 78.13 28609
0.39 0 0.378032 275.306 81.6327 26081.3
0.4 0 0.35627 290.993 85.1266 24035.8
0.41 0 0.341857 301.353 88.5266 22696.7
0.42 0 0.335092 305.263 91.0781 22082.5
0.43 0 0.333643 304.374 92.9229 21979.7
0.44 0 0.335137 300.773 94.5772 22181
0.45 0 0.340134 294.221 95.444 22709.7
0.46 0 0.345696 286.5 94.4873 23404
0.47 0 0.347501 280.201 93.2546 24082.8
0.48 0 0.345999 275.562 91.5001 24603.7
0.49 0 0.340639 272.677 89.0109 24895.1
0.5 0 0.330021 271.188 86.0309 25048.4
0.51 0 0.3138 270.406 82.7575 25143.8
0.52 0 0.292299 269.496 79.364 25254.5
0.53 0 0.26938 268.354 75.3199 25379.2
0.54 0 0.252537 267.183 69.715 25483.1
0.55 0 0.241994 265.769 62.8149 25566.9
0.56 0 0.236312 263.64 54.9866 25618.5
0.57 0 0.23356 260.59 46.6231 25570.2
0.58 0 0.232283 255.733 37.9816 25331.2
0.59 0 0.230754 246.884 29.1787 24784.5
0.6 0 0.225177 230.031 20.444 23598
0.61 0 0.209955 196.949 12.5755 21170.5
0.62 0 0.179492 135.576 6.29089 16921.4
0.63 0 0.14732 60.6134 2.20919 12735.4
0.64 0 0.131709 18.4475 0.542272 10781.7
0.65 0 0.126681 4.57209 0.115275 10190.2
0.66 0 0.125388 1.05053 0.0238787 10043.6
0.67 0 0.125086 0.232603 0.00489479 10009.6
