-1 -1 0.125 -2.43009e-06 -2.8601e-09 10000
-0.933333 -1 0.125 -2.3978e-07 2.8601e-09 10000
-0.866667 -1 0.125 -2.43009e-06 1.55793e-07 10000
-0.8 -1 0.125 -2.90062e-05 2.02505e-06 10000
-0.733333 -1 0.125 -0.000267297 2.00452e-05 10000
-0.666667 -1 0.125001 -0.00194072 0.000155484 10000.1
-0.6 -1 0.125006 -0.0112516 0.000959341 10000.7
-0.533333 -1 0.125027 -0.0527829 0.00477948 10003.1
-0.466667 -1 0.125104 -0.205686 0.0197909 10011.9
-0.4 -1 0.125356 -0.723233 0.0740031 10041.9
-0.333333 -1 0.126401 -3.11133 0.332282 10185.2
-0.266667 -1 0.133506 -24.1245 2.40829 11579.4
-0.2 -1 0.179765 -178.542 31.0461 25955
-0.133333 -1 0.375019 -533.959 152.858 97199.1
-0.0666667 -1 1.86277 -746.773 272.842 582610
0 -1 4.28548 -593.059 248.471 1.35827e+06
0.0666667 -1 1.05583 -430.08 174.145 280099
0.133333 -1 0.187685 -110.265 28.4787 23932
0.2 -1 0.133265 -18.6811 3.55194 11234.5
0.266667 -1 0.127151 -4.73165 0.694429 10264
0.333333 -1 0.125601 -1.30815 0.180113 10070.5
0.4 -1 0.125141 -0.314496 0.0427082 10016.2
0.466667 -1 0.125026 -0.0610707 0.00824277 10003
0.533333 -1 0.125004 -0.00935043 0.00125519 10000.4
0.6 -1 0.125 -0.00111828 0.000149053 10000
0.666667 -1 0.125 -0.00010398 1.37072e-05 10000
0.733333 -1 0.125 -7.47599e-06 9.66156e-07 10000
0.8 -1 0.125 -4.00079e-07 4.6343e-08 10000
0.866667 -1 0.125 -3.84255e-09 -3.28963e-09 10000
0.933333 -1 0.125 4.24673e-09 -1.23957e-09 10000
1 -1 0.125 6.37515e-10 -7.4899e-11 10000

-1 -0.933333 0.125 -8.08444e-07 2.8601e-09 10000
-0.933333 -0.933333 0.125 -7.22327e-08 -2.8601e-09 10000
-0.866667 -0.933333 0.125 -8.08444e-07 -1.55793e-07 10000
-0.8 -0.933333 0.125 -9.95114e-06 -2.02505e-06 10000
-0.733333 -0.933333 0.125 -9.389e-05 -2.00452e-05 10000
-0.666667 -0.933333 0.125 -0.000695041 -0.000155485 10000
-0.6 -0.933333 0.125002 -0.00410166 -0.000959369 10000.3
-0.533333 -0.933333 0.125011 -0.0196477 -0.00478011 10001.2
-0.466667 -0.933333 0.125044 -0.0793429 -0.0198005 10005
-0.4 -0.933333 0.125166 -0.303978 -0.0741153 10019.5
-0.333333 -0.933333 0.125815 -1.60365 -0.33383 10109.1
-0.266667 -0.933333 0.131277 -15.5707 -2.44918 11161.9
-0.2 -0.933333 0.175228 -135.111 -31.8499 24446
-0.133333 -0.933333 0.439193 -466.025 -130.523 130944
-0.0666667 -0.933333 2.24469 -698.561 -226.42 854849
0 -0.933333 5.022 -538.703 -212.031 1.96526e+06
0.0666667 -0.933333 1.14304 -283.998 -160.859 364916
