0.000666667 1.225 0 2.0991e+06 5155.78
0.002 1.225 0 2.08142e+06 5120.57
0.00333333 1.225 0 2.04653e+06 5051.3
0.00466667 1.225 0 1.99535e+06 4950.51
0.006 1.225 0 1.92919e+06 4821.84
0.00733333 1.225 0 1.84973e+06 4669.62
0.00866667 1.225 0 1.75892e+06 4497.93
0.01 1.225 0 1.65893e+06 4309.43
0.0113333 1.225 0 1.55201e+06 4104.19
0.0126667 1.225 0 1.44048e+06 3880.08
0.014 1.225 0 1.32658e+06 3633.87
0.0153333 1.225 0 1.21245e+06 3365.31
0.0166667 1.225 0 1.10003e+06 3079.91
0.018 1.225 0 991041 2788.5
0.0193333 1.225 0 886933 2502.03
0.0206667 1.225 0 788868 2228.28
0.022 1.225 0 697720 1972.11
0.0233333 1.225 0 614077 1736.29
0.0246667 1.225 0 538263 1522.21
0.026 1.225 0 470364 1330.33
0.0273333 1.225 0 410258 1160.4
0.0286667 1.225 0 357653 1011.65
0.03 1.225 0 312123 882.888
0.0313333 1.225 0 273147 772.65
0.0326667 1.225 0 240138 679.285
0.034 1.225 0 212477 601.047
0.0353333 1.225 0 189541 536.169
0.0366667 1.225 0 170718 482.926
0.038 1.225 0 155429 439.676
0.0393333 1.225 0 143135 404.899
0.0406667 1.225 0 133348 377.216
0.042 1.225 0 125635 355.399
0.0433333 1.225 0 119617 338.374
0.0446667 1.225 0 114967 325.22
0.046 1.225 0 111409 315.155
0.0473333 1.225 0 108713 307.528
0.0486667 1.225 0 106689 301.805
0.05 1.225 0 105186 297.552
0.0513333 1.225 0 104079 294.422
0.0526667 1.225 0 103272 292.139
0.054 1.225 0 102690 290.491
0.0553333 1.225 0 102273 289.312
0.0566667 1.225 0 101978 288.477
0.058 1.225 0 101770 287.89
0.0593333 1.225 0 101626 287.482
0.0606667 1.225 0 101527 287.202
0.062 1.225 0 101459 287.01
0.0633333 1.225 0 101413 286.88
0.0646667 1.225 0 101383 286.794
0.066 1.225 0 101362 286.736
0.0673333 1.225 0 101349 286.698
0.0686667 1.225 0 101340 286.674
0.07 1.225 0 101335 286.658
0.0713333 1.225 0 101331 286.648
0.0726667 1.225 0 101329 286.641
0.074 1.225 0 101327 286.637
0.0753333 1.225 0 101326 286.635
0.0766667 1.225 0 101326 286.633
0.078 1.225 0 101325 286.632
0.0793333 1.225 0 101325 286.631
0.0806667 1.225 0 101325 286.631
0.082 1.225 0 101325 286.631
0.0833333 1.225 0 101325 286.631
0.0846667 1.225 0 101325 286.631
0.086 1.225 0 101325 286.631
0.0873333 1.225 0 101325 286.631
0.0886667 1.225 0 101325 286.631
0.09 1.225 0 101325 286.631
0.0913333 1.225 0 101325 286.631
0.0926667 1.225 0 101325 286.631
0.094 1.225 0 101325 286.631
0.0953333 1.225 0 101325 286.631
0.0966667 1.225 0 101325 286.631
0.098 1.225 0 101325 286.631
0.0993333 1.225 0 101325 286.631
0.100667 1.225 0 101325 286.631
0.102 1.225 0 101325 286.631
0.103333 1.225 0 101325 286.631
0.104667 1.225 0 101325 286.631
0.106 1.225 0 101325 286.631
0.107333 1.225 0 101325 286.631
0.108667 1.225 0 101325 286.631
0.11 1.225 0 101325 286.631
0.111333 1.225 0 101325 286.631
0.112667 1.225 0 101325 286.631
0.114 1.225 0 101325 286.631
0.115333 1.225 0 101325 286.631
0.116667 1.225 0 101325 286.631
0.118 1.225 0 101325 286.631
0.119333 1.225 0 101325 286.631
0.120667 1.225 0 101325 286.631
0.122 1.225 0 101325 286.631
0.123333 1.225 0 101325 286.631
0.124667 1.225 0 101325 286.631
0.126 1.225 0 101325 286.631
0.127333 1.225 0 101325 286.631
0.128667 1.225 0 101325 286.631
0.13 1.225 0 101325 286.631
0.131333 1.225 0 101325 286.631
0.132667 1.225 0 101325 286.631
0.134 1.225 0 101325 286.631
0.135333 1.225 0 101325 286.631
0.136667 1.225 0 101325 286.631
0.138 1.225 0 101325 286.631
0.139333 1.225 0 101325 286.631
0.140667 1.225 0 101325 286.631
0.142 1.225 0 101325 286.631
0.143333 1.225 0 101325 286.631
0.144667 1.225 0 101325 286.631
0.146 1.225 0 101325 286.631
0.147333 1.225 0 101325 286.631
0.148667 1.225 0 101325 286.631
0.15 1.225 0 101325 286.631
0.151333 1.225 0 101325 286.631
0.152667 1.225 0 101325 286.631
0.154 1.225 0 101325 286.631
0.155333 1.225 0 101325 286.631
0.156667 1.225 0 101325 286.631
0.158 1.225 0 101325 286.631
0.159333 1.225 0 101325 286.631
0.160667 1.225 0 101325 286.631
0.162 1.225 0 101325 286.631
0.163333 1.225 0 101325 286.631
0.164667 1.225 0 101325 286.631
0.166 1.225 0 101325 286.631
0.167333 1.225 0 101325 286.631
0.168667 1.225 0 101325 286.631
0.17 1.225 0 101325 286.631
0.171333 1.225 0 101325 286.631
0.172667 1.225 0 101325 286.631
0.174 1.225 0 101325 286.631
0.175333 1.225 0 101325 286.631
0.176667 1.225 0 101325 286.631
0.178 1.225 0 101325 286.631
0.179333 1.225 0 101325 286.631
0.180667 1.225 0 101325 286.631
0.182 1.225 0 101325 286.631
0.183333 1.225 0 101325 286.631
0.184667 1.225 0 101325 286.631
0.186 1.225 0 101325 286.631
0.187333 1.225 0 101325 286.631
0.188667 1.225 0 101325 286.631
0.19 1.225 0 101325 286.631
0.191333 1.225 0 101325 286.631
0.192667 1.225 0 101325 286.631
0.194 1.225 0 101325 286.631
0.195333 1.225 0 101325 286.631
0.196667 1.225 0 101325 286.631
0.198 1.225 0 101325 286.631
0.199333 1.225 0 101325 286.631
0.200667 1.225 0 101325 286.631
0.202 1.225 0 101325 286.631
0.203333 1.225 0 101325 286.631
0.204667 1.225 0 101325 286.631
