0 1.225
1 0
2 101325
3 9.35515e+06
4 9.54066e+06
5 9.72984e+06
6 9.92278e+06
7 1.01195e+07
8 1.03202e+07
9 1.05249e+07
10 1.07336e+07
11 1.09464e+07
12 1.11635e+07
13 1.13848e+07
14 1.16106e+07
15 1.18408e+07
16 1.20756e+07
17 1.23151e+07
18 1.25593e+07
19 1.28083e+07
20 1.30623e+07
21 1.33213e+07
22 1.35855e+07
23 1.38549e+07
